id,web_name,team_name,position,price,selected_by_percent,total_points,event_points,form,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,in_dreamteam,news,news_added,now_cost,photo,removed,second_name,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,region,team_join_date,birth_date,has_temporary_code,opta_code,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
706,Justin,Leeds,DEF,4.0,0.2,4,1,0.3,0.8,77,0,0,0,1,0,0,0,1,0,0,0,15,15.4,1.1,2.0,1.8,0.00,0.00,0.00,0.99,True,True,,,220627,0,0,0,0,0,2,0.3,0.3,James,False,,,40,220627.jpg,False,Justin,False,,a,11,2,28456,140,15186,387,0.1,1.0,241.0,2025-08-25,1998-02-23,False,p220627,9,7,1,10,0,369,136,387,140,364,131,400,140,,,,,,,0.0,0.0,0.0,0.0,1.16,1.17,633,165,330,109,432,145,343,123,0.0,0.0,11.69
741,Gray,Leeds,FWD,4.5,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,100.0,600882,0,0,0,0,0,4,0.0,0.0,Harry,False,,2025-10-02T14:30:07.989923Z,45,600882.jpg,False,Gray,False,,a,11,2,12762,574,7422,351,0.0,0.0,241.0,2025-04-20,2008-10-08,False,p600882,0,0,0,0,0,664,69,658,68,639,68,665,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,474,65,626,65,671,71,524,70,0.0,0.0,0.0
366,A.Becker,Liverpool,GKP,5.4,5.8,20,0,0.0,3.3,540,0,0,2,7,0,0,0,0,0,9,2,95,106.8,0.1,0.0,10.7,0.00,0.01,0.01,6.87,True,True,0.0,0.0,116535,0,0,-1,1,1,1,0.0,0.0,Alisson,False,Muscle injury - Unknown return date,2025-10-01T00:30:06.184759Z,54,116535.jpg,False,Becker,False,,i,12,14,277635,122,1013862,19138,0.0,3.7,30.0,2018-07-19,1992-10-02,False,p116535,12,51,0,0,6,172,18,416,12,715,83,296,18,,,,,,,0.0,1.5,0.0,0.0,1.14,1.17,158,4,705,86,134,13,63,12,1.0,0.33,0.0
367,Mamardashvili,Liverpool,GKP,4.3,0.9,12,7,3.3,3.0,360,0,0,1,7,0,0,0,0,0,14,0,62,98.8,0.0,0.0,9.8,0.00,0.00,0.00,5.50,True,True,,,449027,0,0,-2,2,0,1,3.3,3.8,Giorgi,False,,,43,449027.jpg,False,Mamardashvili,False,,a,12,14,101173,3981,58499,1703,0.8,2.8,79.0,2024-08-27,2000-09-29,False,p449027,7,38,0,0,4,190,21,544,68,513,55,301,22,,,,,,,0.0,3.5,0.0,0.0,1.38,1.75,591,37,102,10,149,17,185,27,1.0,0.25,0.0
368,Pécsi,Liverpool,GKP,3.9,0.4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,586268,0,0,-1,1,0,1,0.0,0.5,Ármin,False,,,39,586268.jpg,False,Pécsi,False,,a,12,14,47099,177,16632,516,0.0,0.0,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,473,38,456,23,423,10,473,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,740,86,422,31,481,38,272,36,0.0,0.0,0.0
369,Woodman,Liverpool,GKP,3.9,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,155503,0,0,-1,1,0,1,0.0,0.5,Freddie,False,,,39,155503.jpg,False,Woodman,False,,a,12,14,18371,361,8434,305,0.0,0.0,241.0,2025-07-01,1997-03-04,False,p155503,0,0,0,0,0,441,31,424,16,389,3,441,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,702,79,389,24,449,31,353,53,0.0,0.0,0.0
370,Frimpong,Liverpool,DEF,5.8,5.3,7,0,0.3,1.8,83,0,1,0,1,0,0,0,0,0,0,0,29,19.4,17.3,29.0,6.6,0.09,0.34,0.43,1.96,True,True,0.0,0.0,216094,0,0,-2,2,0,2,0.0,0.0,Jeremie,False,Hamstring injury - Unknown return date,2025-10-23T09:00:08.355744Z,58,216094.jpg,False,Frimpong,False,,i,12,14,184026,47,2867751,20048,0.1,1.2,152.0,2025-06-01,2000-12-10,False,p216094,5,4,2,7,1,362,132,306,103,245,70,345,114,,,,,,,0.1,0.0,0.37,0.47,2.13,1.08,111,8,355,119,300,108,68,23,1.08,0.0,7.59
371,Kerkez,Liverpool,DEF,5.7,3.5,20,0,2.3,2.2,660,1,0,1,11,0,0,0,3,0,0,0,83,142.2,86.0,63.0,29.2,0.71,0.16,0.87,9.82,True,True,,,544877,-1,1,-3,3,0,2,2.3,2.8,Milos,False,,,57,544877.jpg,False,Kerkez,False,,a,12,14,222516,741,617834,16372,0.4,3.5,98.0,2025-06-26,2003-11-07,False,p544877,40,26,12,52,9,118,52,120,26,146,27,128,41,,,,,,,0.1,0.0,0.02,0.12,1.34,1.5,125,12,161,59,248,92,93,32,1.23,0.14,7.09
372,Robertson,Liverpool,DEF,5.8,0.9,11,8,3.0,2.2,236,0,0,1,3,0,0,0,0,0,0,2,59,62.6,100.8,47.0,21.1,0.21,0.53,0.73,2.56,True,True,,,122798,0,0,-2,2,1,2,3.0,3.5,Andrew,False,,,58,122798.jpg,False,Robertson,False,,a,12,14,21992,816,94124,782,0.5,1.9,243.0,2017-07-21,1994-03-11,False,p122798,13,10,3,16,1,250,99,95,21,187,46,200,65,4.0,,,,,,0.08,0.0,0.2,0.28,0.98,1.14,106,7,128,48,249,93,182,68,0.38,0.38,6.1
373,Virgil,Liverpool,DEF,6.0,23.6,40,5,3.7,4.0,900,0,0,3,14,0,0,0,2,0,0,4,149,308.2,44.8,60.0,41.2,0.41,0.19,0.60,12.37,True,True,,,97032,0,0,0,0,0,2,3.7,4.2,Virgil,False,,,60,97032.jpg,False,van Dijk,False,,a,12,14,1364787,6644,1660029,59931,0.6,6.7,152.0,2018-01-01,1991-07-08,False,p97032,109,25,7,116,10,5,2,213,57,153,30,64,14,,,3.0,,,,0.04,0.0,0.02,0.06,1.24,1.4,86,4,95,33,79,34,15,6,1.0,0.3,11.6
374,Konaté,Liverpool,DEF,5.4,2.7,38,8,4.7,3.8,832,0,0,3,12,0,0,0,2,0,0,3,139,208.0,72.2,33.0,31.4,0.74,0.33,1.07,10.70,True,True,100.0,100.0,204716,0,0,-1,1,0,2,4.7,5.2,Ibrahima,False,,2025-10-05T01:30:08.114532Z,54,204716.jpg,False,Konaté,False,,a,12,14,240152,3024,330526,4825,0.9,7.0,73.0,2021-07-01,1999-05-25,False,p204716,70,25,17,87,10,54,22,145,36,235,64,117,37,,,,,,,0.08,0.0,0.04,0.12,1.16,1.3,165,19,49,20,94,39,108,40,1.08,0.32,9.41
375,Bradley,Liverpool,DEF,5.0,0.2,15,6,4.0,1.9,447,0,1,1,8,0,0,0,3,0,0,0,43,57.0,47.3,29.0,13.2,0.07,0.27,0.34,6.53,True,True,100.0,100.0,492777,0,0,0,0,0,2,4.0,4.5,Conor,False,,2025-08-10T23:00:06.506922Z,50,492777.jpg,False,Bradley,False,,a,12,14,19268,736,19403,434,0.8,3.0,242.0,2023-09-25,2003-07-09,False,p492777,17,17,7,24,6,264,102,203,53,244,69,272,95,,,,,,,0.01,0.0,0.05,0.06,1.31,1.61,276,43,74,27,288,103,374,133,1.21,0.2,4.83
376,Gomez,Liverpool,DEF,4.9,0.1,3,0,0.3,1.0,36,0,0,0,1,0,0,0,0,0,0,0,7,14.6,0.8,6.0,2.0,0.13,0.07,0.20,0.51,True,True,100.0,100.0,171287,0,0,-1,1,0,2,0.3,0.8,Joe,False,,2025-08-10T23:00:06.519894Z,49,171287.jpg,False,Gomez,False,,a,12,14,6986,96,10933,305,0.1,0.6,241.0,2015-06-20,1997-05-23,False,p171287,8,1,0,8,0,372,138,393,142,338,118,397,138,,,,,,,0.32,0.0,0.18,0.5,1.28,2.5,299,46,344,116,396,140,414,154,0.0,0.0,20.0
377,Tsimikas,Liverpool,DEF,4.8,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,214285,0,0,-2,2,0,2,0.0,0.0,Konstantinos,False,has joined AS Roma on loan for the rest of the season.,2025-09-22T09:16:54.545563Z,48,214285.jpg,False,Tsimikas,False,,u,12,14,1669,0,11477,82,0.0,0.0,83.0,2020-08-10,1996-05-12,False,p214285,0,0,0,0,0,678,238,672,238,656,236,678,238,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,359,61,643,231,680,239,556,199,0.0,0.0,0.0
378,Nallo,Liverpool,DEF,3.8,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,0.0,611926,0,0,-2,2,0,2,0.0,0.0,Amara,False,,2025-10-30T11:30:08.685763Z,38,611926.jpg,False,Nallo,False,,a,12,14,36621,4402,16270,1129,0.0,0.0,241.0,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,436,154,419,152,383,138,436,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,748,247,382,133,445,155,291,105,0.0,0.0,0.0
379,R.Williams,Liverpool,DEF,3.8,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,219937,-1,1,-2,2,0,2,0.0,0.5,Rhys,False,,,38,219937.jpg,False,Williams,False,,a,12,14,15874,4215,16312,508,0.0,0.0,241.0,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,435,153,418,151,381,136,435,152,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,746,245,381,132,444,154,342,122,0.0,0.0,0.0
380,Ramsay,Liverpool,DEF,3.9,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,489580,0,0,-1,1,0,2,0.0,0.5,Calvin,False,,,39,489580.jpg,False,Ramsay,False,,a,12,14,13216,111,16659,311,0.0,0.0,243.0,2022-06-19,2003-07-31,False,p489580,0,0,0,0,0,454,165,437,163,404,152,454,164,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,719,221,402,146,462,165,356,127,0.0,0.0,0.0
381,M.Salah,Liverpool,MID,14.2,24.9,52,10,6.0,5.2,894,4,2,3,14,0,0,0,1,0,0,4,163,221.4,271.8,296.0,78.9,3.28,1.33,4.61,11.94,True,True,,,118748,0,0,-3,3,0,3,6.0,6.5,Mohamed,False,,,142,118748.jpg,False,Salah,False,,a,12,14,1180414,12512,4439428,45632,0.4,3.7,63.0,2017-07-01,1992-06-15,False,p118748,5,30,0,35,10,45,17,11,11,6,2,4,3,,,4.0,,1.0,,0.33,0.0,0.13,0.46,1.2,1.41,2,1,25,11,26,9,13,4,1.01,0.3,3.52
382,Wirtz,Liverpool,MID,8.0,7.3,17,1,1.3,1.7,604,0,0,2,9,0,0,0,1,0,0,0,84,73.8,227.3,130.0,43.1,1.18,1.10,2.27,9.43,True,True,,,494595,0,0,-5,5,0,3,1.3,1.8,Florian,False,,,80,494595.jpg,False,Wirtz,False,,a,12,14,411189,1399,3208644,23959,0.2,2.1,80.0,2025-06-20,2003-05-03,False,p494595,6,28,11,45,6,231,100,21,20,59,35,55,38,1.0,,,,,,0.18,0.0,0.16,0.34,1.41,1.34,16,11,248,118,309,143,53,17,0.89,0.3,6.71
383,Luis Díaz,Liverpool,MID,8.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,244731,0,0,0,0,0,3,0.0,0.0,Luis,False,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,244731.jpg,False,Díaz Marulanda,False,,u,12,14,0,0,7076,20,0.0,0.0,48.0,2022-01-30,1997-01-13,False,p244731,0,0,0,0,0,747,332,747,332,747,332,747,332,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15,10,744,331,747,332,576,216,0.0,0.0,0.0
384,Gakpo,Liverpool,MID,7.6,14.0,45,3,4.0,4.5,795,3,2,3,13,0,0,0,0,0,0,2,176,195.8,291.9,264.0,75.3,2.98,2.05,5.03,9.88,True,True,,,243298,0,0,1,-1,0,3,4.0,4.5,Cody,False,,,76,243298.jpg,False,Gakpo,False,,a,12,14,2558460,20641,1884180,58602,0.5,5.9,152.0,2023-01-01,1999-05-07,False,p243298,14,28,7,49,9,66,22,7,7,8,4,6,5,,,,,2.0,,0.34,0.0,0.23,0.57,1.12,1.47,22,15,85,40,50,20,31,13,1.02,0.34,5.55
385,Chiesa,Liverpool,MID,6.4,0.3,19,0,1.7,2.7,110,2,1,0,3,0,0,0,1,0,0,0,71,98.0,16.7,62.0,17.7,0.80,0.07,0.87,1.96,True,True,100.0,100.0,223541,0,0,-1,1,0,3,1.7,2.2,Federico,False,,2025-10-03T09:30:08.615318Z,64,223541.jpg,False,Chiesa,False,,a,12,14,34125,322,39668,1888,0.3,3.0,106.0,2024-08-29,1997-10-25,False,p223541,4,1,5,10,0,193,81,309,171,148,91,227,115,,,,,,,0.65,0.0,0.06,0.71,1.6,2.45,64,42,212,96,197,84,299,105,0.0,0.0,8.18
386,Mac Allister,Liverpool,MID,6.3,1.2,24,6,3.0,2.7,564,0,2,2,5,0,0,0,0,0,0,0,118,100.4,129.4,46.0,27.6,0.65,0.36,1.01,6.42,True,True,100.0,100.0,243016,0,0,-2,2,0,3,3.0,3.5,Alexis,False,,2025-08-28T17:30:07.822110Z,63,243016.jpg,False,Mac Allister,False,,a,12,14,73456,1208,175833,2080,0.5,3.8,10.0,2023-06-14,1998-12-24,False,p243016,12,26,10,48,8,185,79,67,51,189,108,136,71,2.0,,5.0,,3.0,,0.1,0.0,0.06,0.16,1.02,0.8,72,49,130,59,196,83,163,57,1.28,0.32,7.66
387,Szoboszlai,Liverpool,MID,6.5,4.2,43,2,5.3,4.3,900,1,1,3,14,0,0,0,3,0,0,7,207,241.6,292.7,118.0,65.3,1.31,1.11,2.42,12.37,True,True,,,424876,0,0,0,0,1,3,5.3,5.8,Dominik,False,,,65,424876.jpg,False,Szoboszlai,False,,a,12,14,553331,20566,377194,15086,0.8,6.6,98.0,2023-07-02,2000-10-25,False,p424876,36,61,23,120,10,27,8,5,5,66,38,13,9,5.0,,2.0,,,,0.13,0.0,0.11,0.24,1.24,1.4,58,39,35,18,62,25,83,26,1.0,0.3,12.0
388,C.Jones,Liverpool,MID,5.4,0.1,13,0,1.0,1.6,322,0,1,0,9,0,0,0,0,0,0,0,84,58.8,66.3,33.0,15.8,0.32,0.95,1.27,6.25,True,True,75.0,25.0,206915,0,0,-1,1,0,3,0.8,0.4,Curtis,False,Knock - 75% chance of playing,2025-10-25T23:00:08.088311Z,54,206915.jpg,False,Jones,False,,d,12,14,5691,10,13411,385,0.2,2.4,241.0,2018-04-06,2001-01-30,False,p206915,6,27,7,40,2,260,111,154,105,236,133,243,120,,,,,,,0.09,0.0,0.27,0.36,1.75,2.52,167,103,275,133,316,146,513,181,0.56,0.0,11.18
390,Gravenberch,Liverpool,MID,5.6,4.1,50,11,4.3,6.2,691,3,2,3,8,0,0,0,2,0,0,10,205,225.4,121.1,63.0,41.0,0.56,0.57,1.13,7.28,True,True,100.0,75.0,441266,0,0,1,-1,2,3,4.3,3.6,Ryan,False,,2025-10-20T00:30:09.747338Z,56,441266.jpg,False,Gravenberch,False,,a,12,14,942583,45895,550057,11356,0.8,8.9,152.0,2023-09-01,2002-05-16,False,p441266,23,29,16,68,8,38,12,74,55,145,89,68,44,,,,,,,0.07,0.0,0.07,0.14,0.95,1.04,131,84,59,30,8,3,86,27,1.04,0.39,8.86
392,Endo,Liverpool,MID,4.9,0.1,6,0,0.0,1.5,36,0,1,0,3,0,0,0,1,0,0,0,20,28.8,10.9,0.0,3.9,0.00,0.00,0.00,1.71,True,True,100.0,100.0,158983,0,0,-1,1,0,3,0.0,0.5,Endo,False,,2025-10-13T09:30:08.494382Z,49,158983.jpg,False,Wataru,False,,a,12,14,5519,102,11457,161,0.0,1.2,108.0,2023-08-18,1993-02-09,False,p158983,3,0,3,6,0,332,153,336,180,668,285,378,180,,,,,,,0.0,0.0,0.0,0.0,4.28,7.5,295,186,655,272,321,149,479,164,0.0,0.0,15.0
393,Bajcetic,Liverpool,MID,4.3,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,535928,0,0,-2,2,0,3,0.0,0.0,Stefan,False,Hamstring injury - Unknown return date,2025-09-12T10:00:06.938334Z,43,535928.jpg,False,Bajčetić Maquieira,False,,i,12,14,5470,173,7449,122,0.0,0.0,200.0,2022-07-11,2004-10-22,False,p535928,0,0,0,0,0,559,206,549,207,518,199,560,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,600,331,514,184,567,212,584,222,0.0,0.0,0.0
394,McConnell,Liverpool,MID,4.4,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,491501,0,0,-1,1,0,3,0.0,0.0,James,False,has joined Ajax on loan for the rest of the season.,2025-09-22T21:23:24.738341Z,44,491501.jpg,False,McConnell,False,,u,12,14,1737,0,3627,30,0.0,0.0,,,,False,p491501,0,0,0,0,0,578,214,569,215,545,207,579,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,533,306,541,193,588,220,640,264,0.0,0.0,0.0
395,Morton,Liverpool,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,440148,0,0,0,0,0,3,0.0,0.0,Tyler,False,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,45,440148.jpg,False,Morton,False,,u,12,14,0,0,331,2,0.0,0.0,241.0,2021-07-22,2002-10-31,False,p440148,0,0,0,0,0,621,242,614,243,595,236,622,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,421,250,585,222,630,248,735,325,0.0,0.0,0.0
396,Nyoni,Liverpool,MID,4.3,0.6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,591386,0,0,-2,2,0,3,0.0,0.5,Trey,False,,,43,591386.jpg,False,Nyoni,False,,a,12,14,84142,3344,36984,2232,0.0,0.0,241.0,2023-11-11,2007-06-30,False,p591386,0,0,0,0,0,560,207,550,208,521,200,561,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,603,332,515,185,568,213,225,75,0.0,0.0,0.0
397,Darwin,Liverpool,FWD,6.5,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,447203,0,0,0,0,0,4,0.0,0.0,Darwin,False,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,447203.jpg,False,Núñez Ribeiro,False,,u,12,14,0,0,15542,32,0.0,0.0,230.0,2022-06-14,1999-06-24,False,p447203,0,0,0,0,0,742,80,742,80,742,80,742,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,60,19,735,78,742,80,526,71,0.0,0.0,0.0
398,Danns,Liverpool,FWD,4.4,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,500058,0,0,-1,1,0,4,0.0,0.0,Jayden,False,Hamstring injury - Unknown return date,2025-10-17T01:00:10.583515Z,44,500058.jpg,False,Danns,False,,i,12,14,7379,30,15704,267,0.0,0.0,241.0,2024-02-20,2006-01-16,False,p500058,0,0,0,0,0,582,57,573,56,549,56,583,57,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538,69,545,53,592,59,432,60,0.0,0.0,0.0
499,Isak,Liverpool,FWD,10.4,5.0,10,0,0.7,2.5,250,0,1,0,3,0,0,0,0,0,0,0,19,21.8,21.5,50.0,8.7,0.94,0.03,0.97,3.32,True,True,75.0,25.0,219168,0,0,-1,1,0,4,0.5,0.3,Alexander,False,Groin Injury - 75% chance of playing,2025-10-23T07:30:08.636044Z,104,219168.jpg,False,Isak,False,,d,12,14,1678412,304,2112377,49851,0.1,1.0,206.0,2025-09-01,1999-09-21,False,p219168,1,8,2,11,3,354,34,291,31,176,34,324,35,,,3.0,,2.0,,0.34,0.0,0.01,0.35,1.2,1.08,3,2,304,35,218,23,72,15,1.08,0.0,3.96
661,Ekitiké,Liverpool,FWD,8.6,15.9,38,2,1.7,4.2,575,3,1,3,8,0,0,0,0,0,0,7,124,154.6,71.5,132.0,35.0,2.33,0.28,2.61,7.97,True,True,100.0,100.0,510663,0,0,1,-1,0,4,1.7,2.2,Hugo,False,,2025-10-01T00:30:06.331343Z,86,510663.jpg,False,Ekitiké,False,,a,12,14,2892293,25621,3223023,77463,0.2,4.4,73.0,2025-07-23,2002-06-20,False,p510663,16,12,4,32,7,103,9,147,12,55,20,94,12,,,,,,,0.36,0.0,0.04,0.4,1.25,1.25,8,4,216,25,67,8,27,6,1.1,0.47,5.01
686,Ngumoha,Liverpool,MID,4.5,0.5,9,0,0.3,2.2,30,1,0,0,1,0,0,0,0,0,0,0,37,39.2,22.7,25.0,8.8,0.37,0.11,0.48,0.77,True,True,,,611922,0,0,0,0,0,3,0.3,0.8,Rio,False,,,45,611922.jpg,False,Ngumoha,False,,a,12,14,121384,888,80197,2368,0.1,2.0,241.0,2024-12-17,2008-08-29,False,p611922,0,0,1,1,0,307,139,285,163,257,141,322,157,,,,,,,1.11,0.0,0.33,1.44,2.31,3.0,481,292,340,166,234,99,232,81,0.0,0.0,3.0
692,Leoni,Liverpool,DEF,4.9,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,0.0,0.0,647681,0,0,-1,1,0,2,0.0,0.0,Giovanni,False,Knee injury - Expected back 01 Sep,2025-09-24T06:00:06.281394Z,49,647681.jpg,False,Leoni,False,,i,12,14,1508,11,2063,22,0.0,0.0,106.0,2025-08-15,2006-12-21,False,p647681,0,0,0,0,0,703,242,698,242,685,240,703,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,351,60,676,237,704,242,676,230,0.0,0.0,0.0
746,Morrison,Liverpool,MID,4.5,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,596042,0,0,0,0,0,3,0.0,0.5,Kieran,False,,,45,596042.jpg,False,Morrison,False,,a,12,14,142,57,29,16,0.0,0.0,242.0,2025-01-29,2006-11-09,False,p596042,0,0,0,0,0,663,276,657,277,638,270,664,277,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,473,286,625,254,670,280,739,326,0.0,0.0,0.0
182,Trafford,Man City,GKP,4.7,1.2,11,0,0.0,3.7,270,0,0,1,4,0,0,0,0,0,11,0,62,100.2,0.0,0.0,10.1,0.00,0.00,0.00,3.97,True,True,,,432720,0,0,-3,3,0,1,0.0,0.5,James,False,,,47,432720.jpg,False,Trafford,False,,a,13,43,96732,125,241213,1923,0.0,2.3,241.0,2025-07-29,2002-10-10,False,p432720,6,33,2,0,3,187,20,668,77,651,68,299,20,,,,,,,0.0,3.67,0.0,0.0,1.32,1.33,382,18,637,80,101,7,165,24,1.0,0.33,0.0
399,Ederson M.,Man City,GKP,5.3,0.9,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,False,0.0,0.0,121160,0,0,-2,2,0,1,0.0,0.0,Ederson,False,has joined Fenerbache permanently.,2025-09-02T13:32:35.715838Z,53,121160.jpg,False,Santana de Moraes,False,,u,13,43,15200,0,261167,941,0.0,0.0,30.0,2017-07-01,1993-08-17,False,p121160,0,0,0,0,0,719,86,718,85,711,82,719,86,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,193,5,699,85,720,86,184,26,0.0,0.0,0.0
400,Ortega Moreno,Man City,GKP,4.8,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,,,88248,0,0,-2,2,0,1,0.0,0.5,Stefan,False,,,48,88248.jpg,False,Ortega Moreno,False,,a,13,43,2095,44,15687,150,0.0,0.0,80.0,2022-07-01,1992-11-06,False,p88248,0,0,0,0,0,676,83,670,79,654,71,676,83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,353,14,641,81,678,83,382,58,0.0,0.0,0.0
401,Bettinelli,Man City,GKP,4.0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,True,True,100.0,100.0,122074,0,0,0,0,0,1,0.0,0.5,Marcus,False,,2025-08-22T12:00:07.134628Z,40,122074.jpg,False,Bettinelli,False,,a,13,43,2221,53,9628,140,0.0,0.0,241.0,2025-06-10,1992-05-24,False,p122074,0,0,0,0,0,490,49,475,36,442,23,490,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,51,439,42,498,49,447,70,0.0,0.0,0.0
402,Aït-Nouri,Man City,DEF,5.8,4.9,11,1,0.2,2.8,203,0,0,1,2,0,0,0,1,0,0,1,38,44.0,27.5,7.0,7.8,0.04,0.48,0.52,2.96,True,True,100.0,100.0,448514,0,0,-2,2,0,2,0.2,0.7,Rayan,False,,2025-10-17T13:00:10.922539Z,58,448514.jpg,False,Aït-Nouri,False,,a,13,43,489961,1035,2236446,7984,0.0,1.9,3.0,2025-06-09,2001-06-06,False,p448514,14,8,9,23,3,296,112,264,82,331,111,333,110,,,,,,,0.02,0.0,0.21,0.23,1.31,0.89,113,9,377,131,182,68,74,25,1.33,0.44,10.2
